UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C013,F1C013,XF1C016,F1C016,XF1C014,F1C014,XF1C017,F1C017,XF1C015,F1C015,XF1C021,F1C021,XF1C022,F1C022,XF1C023,F1C023,XF1C026,F1C026,XF1C024,F1C024,XF1C027,F1C027,XF1C025,F1C025,XF1C031,F1C031,XF1C032,F1C032,XF1C033,F1C033,XF1C036,F1C036,XF1C034,F1C034,XF1C037,F1C037,XF1C035,F1C035,XF1C051,F1C051,XF1C052,F1C052,XF1C053,F1C053,XF1C056,F1C056,XF1C054,F1C054,XF1C057,F1C057,XF1C055,F1C055,XF1C061,F1C061,XF1C062,F1C062,XF1C063,F1C063,XF1C066,F1C066,XF1C064,F1C064,XF1C067,F1C067,XF1C065,F1C065,XF1C071,F1C071,XF1C072,F1C072,XF1C073,F1C073,XF1C076,F1C076,XF1C074,F1C074,XF1C077,F1C077,XF1C075,F1C075,XF1C081,F1C081,XF1C082,F1C082,XF1C083,F1C083,XF1C086,F1C086,XF1C084,F1C084,XF1C087,F1C087,XF1C085,F1C085,XF1C101,F1C101,XF1C105,F1C105,XF1C111,F1C111,XF1C112,F1C112,XF1C113,F1C113,XF1C116,F1C116,XF1C114,F1C114,XF1C117,F1C117,XF1C115,F1C115,XF1C121,F1C121,XF1C122,F1C122,XF1C123,F1C123,XF1C126,F1C126,XF1C124,F1C124,XF1C127,F1C127,XF1C125,F1C125,XF1C131,F1C131,XF1C132,F1C132,XF1C133,F1C133,XF1C136,F1C136,XF1C134,F1C134,XF1C137,F1C137,XF1C135,F1C135,XF1C141,F1C141,XF1C142,F1C142,XF1C143,F1C143,XF1C146,F1C146,XF1C144,F1C144,XF1C147,F1C147,XF1C145,F1C145,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C196,F1C196,XF1C194,F1C194,XF1C197,F1C197,XF1C195,F1C195,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,F1FHA,XF1H01,F1H01,XF1H02,F1H02   
101028,"R",8729253,"R",19527186,"R",387311,"R",19914497,"R",28643750,"R",240000,"R",1796308,"R",2036308,"R",8290000,"R",253270,"R",8543270,"R",10579578,"R",10997186,"R",19846,"R",30812,"R",7016328,"R",18064172,"R",306000,"R",1432573,"R",7793870,"R",3109260,"R",12826661,"R",25468364,"R",5941178,"Z",0,"Z",0,"R",1987220,"R",898175,"R",686201,"R",81153,"R",81153,"Z",0,"Z",0,"A",,"Z",0,"A",,"R",146260,"R",3799009,"Z",0,"R",5190410,"Z",0,"R",6161740,"Z",0,"Z",0,"R",29094,"R",29608,"R",0,"R",11410852,"R",15209861,"Z",0,"R",144362,"Z",0,"R",0,"R",144362,"R",15354223,"R",6572931,"R",3556590,"R",994030,"R",967286,"R",279605,"R",217477,"R",557943,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",612983,"R",251852,"R",114221,"R",84849,"R",24527,"R",19077,"R",118457,"R",2165417,"R",961616,"R",283208,"R",322429,"R",93202,"R",72492,"R",432470,"R",2182122,"R",926796,"R",361664,"R",322429,"R",93202,"R",72492,"R",405539,"R",0,"R",224973,"R",77576,"R",-1696993,"Z",0,"Z",0,"R",1394444,"R",3750175,"R",3750175,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",39711,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39711,"R",15323339,"R",5921827,"R",1830699,"R",0,"R",490536,"R",381538,"R",6698739,"R",15354223,"R",15323339,"R",30884,"R",18033285,"R",3,"R",18064172,"R",6161740,"Z",0,"R",663322,"Z",0,"Z",0,"R",185092,"R",7010154,"R",3259979,"R",0,"R",3259979,"R",3750175,1 ,"R",50519,"R",50658
101143,"R",17116140,"R",18911730,"R",1008141,"R",19919871,"R",37036011,"R",317377,"R",3198476,"R",3515853,"R",6708037,"R",448746,"R",7156783,"R",10672636,"R",11886315,"R",752831,"R",144078,"R",13580151,"R",26363375,"R",857453,"R",1230512,"R",22118484,"R",8603176,"R",1778070,"R",34587695,"R",15675966,"R",0,"R",0,"R",5626907,"R",3418181,"R",2124833,"R",112687,"R",112687,"R",0,"R",875700,"A",,"R",0,"A",,"R",0,"R",12158308,"R",0,"R",8376613,"R",0,"R",10014413,"R",0,"R",0,"R",172780,"R",62511,"R",789626,"R",19415943,"R",31574251,"R",0,"R",0,"R",0,"R",0,"R",0,"R",31574251,"R",11689980,"R",6998909,"R",1948215,"R",807481,"R",559418,"R",118477,"R",1257480,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",995193,"R",606243,"R",215667,"R",68743,"R",47624,"R",10086,"R",46830,"R",2847320,"R",1492568,"R",547244,"R",196677,"R",136257,"R",28857,"R",445717,"R",5990932,"R",1777737,"R",675559,"R",341943,"R",236896,"R",50171,"R",2908626,"R",0,"R",540386,"R",230414,"R",-1475696,"R",76693,"R",0,"R",628203,"R",6846143,"R",6846143,"R",872025,"R",79881,"R",34900,"R",60852,"R",42157,"R",0,"R",654235,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",29241593,"R",11495724,"R",3651999,"R",0,"R",1099045,"R",207591,"R",12787234,"R",31574251,"R",29241593,"R",2332658,"R",24062130,"R",-31413,"R",26363375,"R",7893448,"R",3559263,"R",47392,"R",150,"R",1003671,"R",0,"R",12503924,"R",5657781,"R",0,"R",5657781,"R",6846143,1 ,"R",747000,"R",747000
101161,"R",28333343,"R",28780068,"R",2217912,"R",30997980,"R",59331323,"R",1239875,"R",5682930,"R",6922805,"R",18814379,"R",472113,"R",19286492,"R",26209297,"R",14575443,"R",727074,"R",0,"R",17819509,"R",33122026,"R",486631,"R",2403403,"R",35982337,"R",3883254,"R",584630,"R",43340255,"R",14560187,"R",0,"R",0,"R",8309279,"R",1709412,"R",842025,"R",0,"R",0,"R",0,"R",3506789,"A",,"R",0,"A",,"R",333666,"R",14701171,"R",0,"R",9514933,"R",1203855,"R",10217179,"R",0,"R",0,"R",0,"R",28101,"R",0,"R",20964068,"R",35665239,"R",0,"R",0,"R",0,"R",0,"R",0,"R",35665239,"R",13434363,"R",7373792,"R",2009258,"R",1621273,"R",612788,"R",387737,"R",1429515,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3775027,"R",1499880,"R",474219,"R",300593,"R",114249,"R",72290,"R",1313796,"R",3140230,"R",1414040,"R",486492,"R",327920,"R",124635,"R",78862,"R",708281,"R",3029017,"R",1066310,"R",400721,"R",400900,"R",155793,"R",98577,"R",906716,"R",0,"R",629812,"R",297717,"R",-2732666,"R",0,"R",0,"R",1805137,"R",5904995,"R",5904995,"R",3952872,"R",381446,"R",173181,"R",81980,"R",31158,"R",19715,"R",3265392,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",123724,"R",0,"R",0,"R",0,"R",0,"R",0,"R",123724,"R",33360228,"R",12365280,"R",3841588,"R",0,"R",1038623,"R",657181,"R",15457556,"R",35665239,"R",33360228,"R",2305011,"R",30817015,"R",0,"R",33122026,"R",10217179,"R",1599209,"R",93147,"R",0,"R",0,"R",2190312,"R",14099847,"R",6877485,"R",1317367,"R",8194852,"R",5904995,2 ,"A",,"A",
101240,"R",41533179,"R",49917873,"R",7610882,"R",57528755,"R",99061934,"R",1245453,"R",11621126,"R",12866579,"R",12105000,"R",12700905,"R",24805905,"R",37672484,"R",37884228,"R",5108511,"R",2022271,"R",16374440,"R",61389450,"R",1316808,"R",1934913,"R",65720791,"R",13569899,"R",2068775,"R",84611186,"R",34933500,"R",1556995,"Z",0,"R",5924338,"R",10710288,"R",1060526,"R",125409,"R",72013,"R",53396,"R",728422,"A",,"R",171476,"A",,"R",442263,"R",19162722,"Z",0,"R",23111291,"Z",0,"R",18958074,"Z",0,"Z",0,"R",0,"R",122069,"R",685625,"R",42877059,"R",62039781,"Z",0,"R",1042374,"Z",0,"R",0,"R",1042374,"R",63082155,"R",26776311,"R",15562951,"R",4670464,"R",2780319,"R",1212840,"R",366080,"R",2183657,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",732421,"R",191373,"R",60623,"R",48824,"R",21298,"R",6429,"R",403874,"R",4406978,"R",2305812,"R",817193,"R",480312,"R",209523,"R",63242,"R",530896,"R",7853413,"R",4169226,"R",1393181,"R",815865,"R",355899,"R",107424,"R",1011818,"R",8940228,"R",4250170,"R",1527712,"R",918694,"R",400756,"R",120963,"R",1721933,"R",0,"R",1306492,"R",550995,"R",-5044014,"Z",0,"Z",0,"R",3186527,"R",10180709,"R",10180709,"R",525507,"R",140733,"R",30995,"Z",0,"Z",0,"Z",0,"R",353779,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",59415567,"R",27926757,"R",9051163,"R",0,"R",2200316,"R",664138,"R",19573193,"R",63082155,"R",59415567,"R",3666588,"R",57786909,"R",-64047,"R",61389450,"R",18958074,"Z",0,"R",155699,"Z",0,"R",3648908,"R",1913110,"R",24675791,"R",14231544,"R",263538,"R",14495082,"R",10180709,1 ,"R",2458493,"R",2407986
101286,"R",32905521,"R",27900965,"R",239177,"R",28140142,"R",61045663,"R",509363,"R",4929425,"R",5438788,"R",7036692,"R",736335,"R",7773027,"R",13211815,"R",20354909,"R",865209,"R",107118,"R",26506612,"R",47833848,"R",842817,"R",3097296,"R",35235523,"R",6064446,"R",391132,"R",45631214,"R",17730249,"R",0,"R",0,"R",6170897,"R",3506176,"R",1466343,"R",15308,"R",0,"R",15308,"R",975176,"A",,"R",56027,"A",,"R",0,"R",12189927,"R",0,"R",14979679,"R",0,"R",14796493,"R",0,"R",0,"R",6729,"R",130106,"R",57749,"R",29970756,"R",42160683,"R",0,"R",0,"R",0,"R",0,"R",0,"R",42160683,"R",18664708,"R",10726348,"R",3288514,"R",1803059,"R",673354,"R",184678,"R",1988755,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1687748,"R",976150,"R",313242,"R",163041,"R",60888,"R",16700,"R",157727,"R",3917955,"R",1772754,"R",702007,"R",378485,"R",141346,"R",38766,"R",884597,"R",5006137,"R",2379157,"R",893079,"R",483606,"R",180603,"R",49533,"R",1020159,"R",0,"R",747114,"R",328154,"R",-3058525,"R",122139,"R",33499,"R",1827619,"R",6693020,"R",6693020,"R",2384350,"R",89570,"R",38515,"R",230334,"R",86019,"R",23592,"R",1916320,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",124361,"R",0,"R",0,"R",0,"R",0,"R",0,"R",124361,"R",38478279,"R",16691093,"R",5563511,"R",0,"R",1264349,"R",346768,"R",14612558,"R",42160683,"R",38478279,"R",3682404,"R",44136484,"R",14960,"R",47833848,"R",14796493,"R",265022,"R",0,"R",0,"R",0,"R",1772910,"R",16834425,"R",8564118,"R",1577287,"R",10141405,"R",6693020,1 ,"R",105583,"R",107118
101295,"R",28022053,"R",82229970,"R",12918960,"R",95148930,"R",123170983,"R",830000,"R",8440805,"R",9270805,"R",22170000,"R",1125577,"R",23295577,"R",32566382,"R",69424343,"R",335066,"R",0,"R",20845192,"R",90604601,"R",2346893,"R",5923074,"R",74558812,"R",21432273,"R",10341381,"R",114602433,"R",33290422,"R",917958,"Z",0,"R",10468142,"R",5139632,"R",1558377,"R",9500,"R",9500,"R",0,"R",2978480,"A",,"R",131741,"A",,"R",933950,"R",21219822,"R",0,"R",15078305,"R",0,"R",31620082,"R",0,"R",0,"R",0,"R",958421,"R",0,"R",47656808,"R",68876630,"R",0,"R",1936364,"R",0,"R",0,"R",1936364,"R",70812994,"R",20162621,"R",10675938,"R",3370850,"R",3083604,"R",1464695,"R",407786,"R",1159748,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",5306437,"R",1568603,"R",592816,"R",811550,"R",385482,"R",107322,"R",1840664,"R",5381374,"R",2501646,"R",943119,"R",823007,"R",390924,"R",108837,"R",613841,"R",4980298,"R",1769702,"R",662396,"R",761668,"R",361788,"R",100725,"R",1324019,"R",0,"R",979265,"R",438645,"R",-6322994,"R",0,"R",0,"R",4905084,"R",5728760,"R",5728760,"R",5513167,"R",377285,"R",147939,"R",843165,"R",400499,"R",111503,"R",3632776,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",16055479,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16055479,"R",63128136,"R",17872439,"R",6155765,"R",0,"R",3003388,"R",836173,"R",35260371,"R",70812994,"R",63128136,"R",7684858,"R",83222628,"R",-302885,"R",90604601,"R",15665978,"R",252109,"R",125555,"Z",0,"R",107150,"R",1652495,"R",17803287,"R",10471888,"R",1602639,"R",12074527,"R",5728760,2 ,"A",,"A",
101301,"R",15094576,"R",28528398,"R",0,"R",28528398,"R",43622974,"R",0,"R",1611102,"R",1611102,"R",0,"R",475033,"R",475033,"R",2086135,"R",28528398,"R",681,"R",0,"R",13007760,"R",41536839,"R",305824,"R",2094122,"R",27383031,"R",5837829,"R",3153808,"R",38774614,"R",10256216,"Z",0,"Z",0,"R",2233329,"R",2302154,"R",2307809,"R",0,"R",0,"R",0,"R",283458,"A",,"R",13485,"A",,"R",0,"R",7140235,"R",0,"R",8299179,"R",0,"R",8808899,"R",0,"R",0,"R",47009,"R",92881,"R",154377,"R",17402345,"R",24542580,"R",0,"R",2718904,"R",0,"R",0,"R",2718904,"R",27261484,"R",8928802,"R",5296013,"R",1713594,"R",809917,"R",538151,"R",0,"R",571127,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",437659,"R",128264,"R",43658,"R",124679,"R",85615,"R",0,"R",55443,"R",2565137,"R",648857,"R",232743,"R",178113,"R",122307,"R",0,"R",1383117,"R",3828926,"R",1482781,"R",527213,"R",356225,"R",244614,"R",0,"R",1218093,"R",3266841,"R",1044348,"R",474638,"R",302791,"R",207922,"R",0,"R",1237142,"R",0,"R",382279,"R",171315,"R",-1771725,"R",0,"R",0,"R",1218131,"R",5379324,"R",5379324,"R",316735,"R",55041,"R",19898,"R",0,"R",24462,"R",0,"R",217334,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",310085,"R",0,"R",0,"R",0,"R",0,"R",0,"R",310085,"R",25033509,"R",9037583,"R",3183059,"R",0,"R",1223071,"R",0,"R",11589796,"R",27261484,"R",25033509,"R",2227975,"R",39336159,"R",-27295,"R",41536839,"R",5589655,"R",139873,"R",438399,"R",0,"R",0,"R",4501369,"R",10669296,"R",4437631,"R",852341,"R",5289972,"R",5379324,2 ,"A",,"A",
101462,"R",7286017,"R",7300208,"R",295823,"R",7596031,"R",14882048,"R",180000,"R",1389486,"R",1569486,"R",2515000,"R",222246,"R",2737246,"R",4306732,"R",4900958,"R",1140393,"R",0,"R",4533965,"R",10575316,"R",2375,"R",994877,"R",8600544,"R",2178077,"R",0,"R",11775873,"R",4475665,"R",0,"R",0,"R",1127783,"R",3987304,"R",424671,"R",50000,"R",50000,"Z",0,"R",200599,"A",,"R",4522,"A",,"R",22415,"R",5817294,"R",0,"R",3679392,"R",0,"R",4765180,"R",0,"R",0,"R",16274,"R",5408,"R",26121,"R",8492375,"R",14309669,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14309669,"R",5492197,"R",3130244,"R",914532,"R",564255,"R",194173,"R",60443,"R",628550,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1396621,"R",458293,"R",163191,"R",143485,"R",49377,"R",15370,"R",566905,"R",1218399,"R",626179,"R",218132,"R",125175,"R",43076,"R",13409,"R",192428,"R",2666257,"R",1063211,"R",404627,"R",273924,"R",94264,"R",29343,"R",800888,"R",0,"R",159243,"R",67741,"R",-1106839,"R",0,"R",0,"R",879855,"R",2069331,"R",2069331,"R",652772,"R",0,"R",0,"R",0,"R",0,"R",0,"R",652772,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",17921,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17921,"R",13513498,"R",5437170,"R",1768223,"R",0,"R",380890,"R",118565,"R",5808650,"R",14309669,"R",13513498,"R",796171,"R",9892885,"R",-113740,"R",10575316,"R",4765180,"R",173459,"R",152816,"R",0,"R",21430,"R",384011,"R",5496896,"R",2839310,"R",588255,"R",3427565,"R",2069331,2 ,"A",,"A",
101471,"R",4663369,"R",3116612,"R",0,"R",3116612,"R",7779981,"R",0,"R",230838,"R",230838,"R",0,"R",540968,"R",540968,"R",771806,"R",3116612,"R",15446,"R",0,"R",3876117,"R",7008175,"R",10000,"R",233506,"R",5080674,"R",3639765,"R",0,"R",8963945,"R",5847333,"R",0,"R",0,"R",15450,"R",3583317,"R",2968775,"R",3000,"R",3000,"R",0,"R",0,"A",,"R",132922,"A",,"R",9892,"R",6713356,"R",0,"R",6110765,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3854,"R",25398,"R",6140017,"R",12853373,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12853373,"R",5511814,"R",3448650,"R",1161336,"R",301396,"R",139526,"R",0,"R",460906,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",734239,"R",475083,"R",157300,"R",42055,"R",19469,"R",0,"R",40332,"R",4563113,"R",2806346,"R",968522,"R",252331,"R",116813,"R",0,"R",419101,"R",1958145,"R",1059082,"R",414023,"R",105138,"R",48672,"R",0,"R",331230,"R",0,"R",136804,"R",46557,"R",-700920,"R",0,"R",0,"R",517559,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12767311,"R",7925965,"R",2747738,"R",0,"R",324480,"R",0,"R",1769128,"R",12853373,"R",12767311,"R",86062,"R",7366702,"R",-444589,"R",7008175,"R",0,"R",178778,"R",0,"R",0,"R",0,"R",2074194,"R",2252972,"R",2252972,"R",0,"R",2252972,"R",0,2 ,"A",,"A",
101480,"R",79088530,"R",111162812,"R",10142019,"R",121304831,"R",200393361,"R",2200000,"R",31482318,"R",33682318,"R",79575000,"R",3618640,"R",83193640,"R",116875958,"R",35756869,"R",12872792,"R",834884,"R",34052858,"R",83517403,"R",4222437,"R",11250254,"R",164323626,"R",35956655,"R",931851,"R",216684823,"R",101848454,"R",0,"R",0,"R",44270600,"R",7390051,"R",3048359,"R",1473324,"R",1473324,"R",0,"R",11090550,"R",0,"R",0,"R",0,"R",2188795,"R",69461679,"R",0,"R",36155795,"R",0,"R",17664366,"R",0,"R",0,"R",0,"R",214190,"R",14873,"R",54049224,"R",123510903,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",123510903,"R",47424923,"R",27980170,"R",10301258,"R",3377561,"R",1033964,"R",0,"R",4731970,"R",527872,"R",190135,"R",49238,"R",46911,"R",34465,"R",0,"R",207123,"R",5312574,"R",1144854,"R",417816,"R",1594959,"R",482516,"R",0,"R",1672429,"R",6060718,"R",3592766,"R",1427436,"R",422195,"R",103396,"R",0,"R",514925,"R",14033199,"R",5124286,"R",2067527,"R",1970243,"R",758240,"R",0,"R",4112903,"R",14997028,"R",5733423,"R",2898556,"R",1970243,"R",275723,"R",0,"R",4119083,"R",0,"R",3461344,"R",2000559,"R",-10117862,"R",0,"R",0,"R",4655959,"R",14838489,"R",14838489,"R",8426097,"R",1514220,"R",413084,"R",0,"R",4204786,"R",0,"R",2294007,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4332606,"R",0,"R",0,"R",735750,"R",3,"R",1,"R",3596852,"R",115953506,"R",48741198,"R",19575474,"R",0,"R",6893093,"R",1,"R",40743740,"R",123510903,"R",115953506,"R",7557397,"R",79295032,"R",-3335026,"R",83517403,"R",17664366,"R",0,"R",0,"R",0,"R",0,"R",11566083,"R",29230449,"R",14391959,"R",1,"R",14391960,"R",14838489,1 ,"R",9760873,"R",9921074
101499,"R",7540083,"R",6993576,"R",1099706,"R",8093282,"R",15633365,"R",160000,"R",1651925,"R",1811925,"R",165000,"R",91599,"R",256599,"R",2068524,"R",7722684,"R",461169,"R",301033,"R",5079955,"R",13564841,"R",456095,"R",1905183,"R",11633384,"R",2598544,"R",404940,"R",16998146,"R",8958810,"R",0,"R",0,"R",1026368,"R",1546378,"R",521388,"Z",0,"Z",0,"Z",0,"R",410880,"A",,"R",41805,"A",,"R",141715,"R",3688534,"Z",0,"R",5821951,"Z",0,"R",3489701,"Z",0,"Z",0,"R",104321,"R",56593,"R",6748,"R",9479314,"R",13167848,"R",310207,"Z",0,"Z",0,"R",0,"R",310207,"R",13478055,"R",5657797,"R",3293735,"R",1018688,"R",624372,"R",248784,"R",11045,"R",461173,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1310969,"R",641461,"R",199819,"R",149849,"R",59708,"R",2651,"R",257481,"R",1714327,"R",935763,"R",294384,"R",187311,"R",74635,"R",3313,"R",218921,"R",1608436,"R",777222,"R",319728,"R",174824,"R",69660,"R",3093,"R",263909,"R",0,"R",300764,"R",125064,"R",-1248743,"Z",0,"Z",0,"R",822915,"R",1606414,"R",1606414,"R",957780,"R",65558,"R",33638,"R",112387,"R",44781,"R",1988,"R",699428,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",27363,"R",0,"R",0,"R",0,"R",0,"R",0,"R",27363,"R",12883086,"R",6014503,"R",1991321,"R",0,"R",497568,"R",22090,"R",4357604,"R",13478055,"R",12883086,"R",594969,"R",12969872,"R",0,"R",13564841,"R",3489699,"R",84572,"R",27567,"R",0,"R",63476,"R",1071988,"R",4737302,"R",2652585,"R",478303,"R",3130888,"R",1606414,1 ,"R",292869,"R",301033
101505,"R",33925665,"R",77986895,"R",650899,"R",78637794,"R",112563459,"R",2431115,"R",12859212,"R",15290327,"R",50522121,"R",1939058,"R",52461179,"R",67751506,"R",26123934,"R",1914197,"R",1142012,"R",15631810,"R",44811953,"R",8050083,"R",303222,"R",86788771,"R",8591137,"R",107750,"R",103840963,"R",25854068,"Z",0,"Z",0,"R",16191014,"R",4925045,"R",1404128,"R",108348,"R",77522,"R",30826,"R",416553,"A",,"Z",0,"A",,"R",1419186,"R",24464274,"Z",0,"R",19951428,"Z",0,"R",14054783,"Z",0,"Z",0,"R",70306,"R",32320,"R",18237,"R",34127074,"R",58591348,"Z",0,"Z",0,"R",50474,"R",0,"R",50474,"R",58641822,"R",27404105,"R",16116471,"R",4547801,"R",2820772,"R",1334470,"R",1465061,"R",1119530,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",126864,"R",80815,"R",19189,"R",13059,"R",6178,"R",6782,"R",841,"R",1653093,"R",797823,"R",297598,"R",170159,"R",80499,"R",88376,"R",218638,"R",7497481,"R",3644209,"R",1203396,"R",771733,"R",365098,"R",400826,"R",1112219,"R",8455709,"R",3682411,"R",1299129,"R",870366,"R",411760,"R",452054,"R",1739989,"R",0,"R",972683,"R",448520,"R",-4646089,"Z",0,"Z",0,"R",3224886,"R",6239422,"R",6239422,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",431374,"R",0,"R",0,"R",0,"R",0,"R",0,"R",431374,"R",51808052,"R",25294412,"R",7815633,"R",0,"R",2198005,"R",2413099,"R",14086903,"R",58641822,"R",51808052,"R",6833770,"R",37978183,"R",0,"R",44811953,"R",14054783,"R",483014,"R",149903,"Z",0,"R",149740,"R",2144813,"R",16982253,"R",10742831,"R",0,"R",10742831,"R",6239422,1 ,"R",1092725,"R",1142013
